gene_symbol,GO_term
SEMA5A,chondroitin sulfate proteoglycan binding
SEMA5A,diencephalon development
SEMA5A,extracellular exosome
SEMA5A,heparan sulfate proteoglycan binding
SEMA5A,integral component of membrane
SEMA5A,membrane
SEMA5A,negative chemotaxis
SEMA5A,negative regulation of axon extension involved in axon guidance
SEMA5A,negative regulation of axon extension involved in axon guidance
SEMA5A,negative regulation of cell adhesion
SEMA5A,negative regulation of endothelial cell apoptotic process
SEMA5A,nervous system development
SEMA5A,neural crest cell migration
SEMA5A,plasma membrane
SEMA5A,positive chemotaxis
SEMA5A,positive regulation of actin filament depolymerization
SEMA5A,positive regulation of angiogenesis
SEMA5A,positive regulation of axon extension involved in axon guidance
SEMA5A,positive regulation of canonical Wnt signaling pathway
SEMA5A,positive regulation of cell migration
SEMA5A,positive regulation of endothelial cell chemotaxis
SEMA5A,positive regulation of endothelial cell proliferation
SEMA5A,positive regulation of protein kinase B signaling
SEMA5A,semaphorin receptor binding
SEMA5A,semaphorin receptor binding
SEMA5A,semaphorin-plexin signaling pathway
SEMA5A,signal clustering
SEMA5A,syndecan binding
SERPINE1,angiogenesis
SERPINE1,cellular response to lipopolysaccharide
SERPINE1,circadian rhythm
SERPINE1,collagen-containing extracellular matrix
SERPINE1,collagen-containing extracellular matrix
SERPINE1,collagen-containing extracellular matrix
SERPINE1,defense response to Gram-negative bacterium
SERPINE1,dentinogenesis
SERPINE1,extracellular exosome
SERPINE1,extracellular matrix organization
SERPINE1,extracellular region
SERPINE1,extracellular region
SERPINE1,extracellular space
SERPINE1,extracellular space
SERPINE1,fibrinolysis
SERPINE1,negative regulation of blood coagulation
SERPINE1,negative regulation of cell adhesion mediated by integrin
SERPINE1,negative regulation of cell migration
SERPINE1,negative regulation of endopeptidase activity
SERPINE1,negative regulation of endopeptidase activity
SERPINE1,negative regulation of endothelial cell apoptotic process
SERPINE1,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors
SERPINE1,negative regulation of fibrinolysis
SERPINE1,negative regulation of plasminogen activation
SERPINE1,negative regulation of plasminogen activation
SERPINE1,negative regulation of smooth muscle cell migration
SERPINE1,negative regulation of smooth muscle cell-matrix adhesion
SERPINE1,negative regulation of vascular wound healing
SERPINE1,negative regulation of wound healing
SERPINE1,plasma membrane
SERPINE1,platelet alpha granule lumen
SERPINE1,platelet degranulation
SERPINE1,positive regulation of angiogenesis
SERPINE1,positive regulation of blood coagulation
SERPINE1,positive regulation of inflammatory response
SERPINE1,positive regulation of interleukin-8 production
SERPINE1,positive regulation of leukotriene production involved in inflammatory response
SERPINE1,positive regulation of monocyte chemotaxis
SERPINE1,positive regulation of odontoblast differentiation
SERPINE1,positive regulation of receptor-mediated endocytosis
SERPINE1,positive regulation of transcription by RNA polymerase II
SERPINE1,protease binding
SERPINE1,protein binding
SERPINE1,regulation of signaling receptor activity
SERPINE1,replicative senescence
SERPINE1,serine-type endopeptidase inhibitor activity
SERPINE1,serine-type endopeptidase inhibitor activity
SERPINE1,signaling receptor binding
SET,DNA binding
SET,DNA replication
SET,chromatin binding
SET,cytoplasm
SET,cytosol
SET,endoplasmic reticulum
SET,histone binding
SET,histone binding
SET,lipid droplet
SET,negative regulation of histone acetylation
SET,negative regulation of neuron apoptotic process
SET,negative regulation of phosphoprotein phosphatase activity
SET,"negative regulation of transcription, DNA-templated"
SET,nucleoplasm
SET,nucleoplasm
SET,nucleosome assembly
SET,nucleosome disassembly
SET,nucleus
SET,nucleus
SET,nucleus
SET,nucleus
SET,perinuclear region of cytoplasm
SET,protein binding
SET,protein phosphatase inhibitor activity
SET,protein phosphatase regulator activity
SET,protein-containing complex
SET,regulation of mRNA stability
SET,viral process
SETBP1,DNA binding
SETBP1,cytosol
SETBP1,nuclear body
SETBP1,nucleoplasm
SETBP1,protein binding
SETD1A,RNA binding
SETD1A,Set1C/COMPASS complex
SETD1A,Set1C/COMPASS complex
SETD1A,beta-catenin binding
SETD1A,brain development
SETD1A,chromatin
SETD1A,histone H3-K4 dimethylation
SETD1A,histone H3-K4 monomethylation
SETD1A,histone H3-K4 trimethylation
SETD1A,histone methyltransferase activity (H3-K4 specific)
SETD1A,histone methyltransferase complex
SETD1A,nuclear speck
SETD1A,nucleoplasm
SETD1A,nucleus
SETD1A,nucleus
SETD1A,protein binding
SETD1A,regulation of chromatin organization
SETD1A,regulation of hematopoietic stem cell differentiation
SETD1A,regulation of megakaryocyte differentiation
SETD1A,transcription factor binding
SETD1B,RNA binding
SETD1B,Set1C/COMPASS complex
SETD1B,chromosome
SETD1B,histone H3-K4 dimethylation
SETD1B,histone H3-K4 methylation
SETD1B,histone H3-K4 monomethylation
SETD1B,histone H3-K4 trimethylation
SETD1B,histone methyltransferase activity (H3-K4 specific)
SETD1B,histone methyltransferase complex
SETD1B,nuclear speck
SETD1B,nucleoplasm
SETD1B,nucleoplasm
SETD1B,protein binding
SETD2,alpha-tubulin binding
SETD2,angiogenesis
SETD2,cell migration involved in vasculogenesis
SETD2,chromosome
SETD2,coronary vasculature morphogenesis
SETD2,defense response to virus
SETD2,embryonic cranial skeleton morphogenesis
SETD2,embryonic placenta morphogenesis
SETD2,endodermal cell differentiation
SETD2,forebrain development
SETD2,histone H3-K36 dimethylation
SETD2,histone H3-K36 trimethylation
SETD2,histone H3-K36 trimethylation
SETD2,histone methyltransferase activity (H3-K36 specific)
SETD2,histone-lysine N-methyltransferase activity
SETD2,histone-lysine N-methyltransferase activity
SETD2,histone-lysine N-methyltransferase activity
SETD2,mesoderm morphogenesis
SETD2,metal ion binding
SETD2,microtubule cytoskeleton organization involved in mitosis
SETD2,mismatch repair
SETD2,morphogenesis of a branching structure
SETD2,neural tube closure
SETD2,nucleoplasm
SETD2,nucleosome organization
SETD2,nucleus
SETD2,peptidyl-lysine monomethylation
SETD2,peptidyl-lysine trimethylation
SETD2,pericardium development
SETD2,positive regulation of interferon-alpha production
SETD2,protein binding
SETD2,protein-lysine N-methyltransferase activity
SETD2,regulation of cytokinesis
SETD2,regulation of double-strand break repair via homologous recombination
SETD2,regulation of mRNA export from nucleus
SETD2,regulation of protein localization to chromatin
SETD2,"regulation of transcription, DNA-templated"
SETD2,response to type I interferon
SETD2,stem cell development
SETD2,stem cell differentiation
SETD2,transcription elongation from RNA polymerase II promoter
SETD2,viral process
SETD5,Cdc73/Paf1 complex
SETD5,cognition
SETD5,covalent chromatin modification
SETD5,euchromatin
SETD5,histone H3-K36 trimethylation
SETD5,histone H3-K9 methylation
SETD5,histone methyltransferase activity (H3-K36 specific)
SETD5,histone methyltransferase activity (H3-K9 specific)
SETD5,nucleoplasm
SETD5,nucleus
SETD5,"regulation of DNA-templated transcription, elongation"
SETD5,regulation of chromatin organization
SETD5,regulation of histone acetylation
SETD5,regulation of synapse assembly
SETDB1,DNA binding
SETDB1,Ras protein signal transduction
SETDB1,chromatin binding
SETDB1,chromosome
SETDB1,cytoplasm
SETDB1,heterochromatin organization
SETDB1,histone H3-K9 methylation
SETDB1,histone methyltransferase activity (H3-K9 specific)
SETDB1,histone methyltransferase activity (H3-K9 specific)
SETDB1,histone-lysine N-methyltransferase activity
SETDB1,intracellular membrane-bounded organelle
SETDB1,negative regulation of gene expression
SETDB1,negative regulation of single stranded viral RNA replication via double stranded DNA intermediate
SETDB1,nucleoplasm
SETDB1,nucleoplasm
SETDB1,nucleus
SETDB1,nucleus
SETDB1,positive regulation of DNA methylation-dependent heterochromatin assembly
SETDB1,positive regulation of DNA methylation-dependent heterochromatin assembly
SETDB1,positive regulation of DNA methylation-dependent heterochromatin assembly
SETDB1,promoter-specific chromatin binding
SETDB1,protein binding
SETDB1,zinc ion binding
SETDB2,DNA binding
SETDB2,cell division
SETDB2,chromosome
SETDB2,chromosome segregation
SETDB2,cytosol
SETDB2,heart looping
SETDB2,heterochromatin organization
SETDB2,histone H3-K9 methylation
SETDB2,histone H3-K9 methylation
SETDB2,histone methyltransferase activity (H3-K9 specific)
SETDB2,histone methyltransferase activity (H3-K9 specific)
SETDB2,left/right axis specification
SETDB2,mitotic cell cycle
SETDB2,negative regulation of gene expression
SETDB2,"negative regulation of transcription, DNA-templated"
SETDB2,nucleoplasm
SETDB2,nucleoplasm
SETDB2,nucleus
SETDB2,nucleus
SETDB2,positive regulation of DNA methylation-dependent heterochromatin assembly
SETDB2,protein binding
SETDB2,zinc ion binding
SEZ6L2,endoplasmic reticulum membrane
SEZ6L2,integral component of membrane
SEZ6L2,plasma membrane
SF3B1,RNA binding
SF3B1,RNA binding
SF3B1,RNA splicing
SF3B1,"RNA splicing, via transesterification reactions"
SF3B1,U11/U12 snRNP
SF3B1,U12-type spliceosomal complex
SF3B1,U12-type spliceosomal complex
SF3B1,U2 snRNP
SF3B1,U2 snRNP
SF3B1,U2-type precatalytic spliceosome
SF3B1,U2-type prespliceosome
SF3B1,catalytic step 2 spliceosome
SF3B1,catalytic step 2 spliceosome
SF3B1,mRNA binding
SF3B1,"mRNA splicing, via spliceosome"
SF3B1,"mRNA splicing, via spliceosome"
SF3B1,"mRNA splicing, via spliceosome"
SF3B1,"mRNA splicing, via spliceosome"
SF3B1,nuclear speck
SF3B1,nucleoplasm
SF3B1,nucleus
SF3B1,"positive regulation of gene expression, epigenetic"
SF3B1,protein binding
SF3B1,spliceosomal complex
SF3B1,spliceosomal complex assembly
SF3B1,splicing factor binding
SGSH,N-acetylglucosamine-6-sulfatase activity
SGSH,N-sulfoglucosamine sulfohydrolase activity
SGSH,N-sulfoglucosamine sulfohydrolase activity
SGSH,N-sulfoglucosamine sulfohydrolase activity
SGSH,extracellular exosome
SGSH,glycosaminoglycan binding
SGSH,glycosaminoglycan catabolic process
SGSH,glycosaminoglycan catabolic process
SGSH,glycosaminoglycan catabolic process
SGSH,heparan sulfate proteoglycan catabolic process
SGSH,heparan sulfate proteoglycan catabolic process
SGSH,lysosomal lumen
SGSH,lysosome
SGSH,metal ion binding
SGSM3,GTPase activator activity
SGSM3,GTPase activator activity
SGSM3,Rap protein signal transduction
SGSM3,activation of GTPase activity
SGSM3,cell cycle arrest
SGSM3,cytosol
SGSM3,gap junction
SGSM3,intracellular protein transport
SGSM3,plasma membrane to endosome transport
SGSM3,positive regulation of GTPase activity
SGSM3,positive regulation of protein catabolic process
SGSM3,protein binding
SGSM3,regulation of Rab protein signal transduction
SGSM3,regulation of cilium assembly
SGSM3,small GTPase binding
SGSM3,small GTPase binding
SGSM3,small GTPase binding
SH3RF3,apoptotic process
SH3RF3,metal ion binding
SH3RF3,positive regulation of JNK cascade
SH3RF3,protein autoubiquitination
SH3RF3,protein binding
SH3RF3,ubiquitin protein ligase activity
SHANK1,NMDA selective glutamate receptor complex
SHANK1,SH3 domain binding
SHANK1,adult behavior
SHANK1,ankyrin repeat binding
SHANK1,associative learning
SHANK1,behavior
SHANK1,brain morphogenesis
SHANK1,cytosol
SHANK1,dendrite
SHANK1,dendritic spine
SHANK1,dendritic spine
SHANK1,dendritic spine morphogenesis
SHANK1,dendritic spine morphogenesis
SHANK1,determination of affect
SHANK1,excitatory synapse
SHANK1,glutamatergic synapse
SHANK1,habituation
SHANK1,identical protein binding
SHANK1,ionotropic glutamate receptor binding
SHANK1,ionotropic glutamate receptor binding
SHANK1,ionotropic glutamate receptor complex
SHANK1,ionotropic glutamate receptor complex
SHANK1,long-term memory
SHANK1,long-term synaptic potentiation
SHANK1,membrane
SHANK1,negative regulation of actin filament bundle assembly
SHANK1,neuromuscular process controlling balance
SHANK1,neuron projection
SHANK1,olfactory behavior
SHANK1,plasma membrane
SHANK1,plasma membrane
SHANK1,positive regulation of dendritic spine development
SHANK1,positive regulation of dendritic spine development
SHANK1,positive regulation of excitatory postsynaptic potential
SHANK1,positive regulation of excitatory postsynaptic potential
SHANK1,"positive regulation of synaptic transmission, glutamatergic"
SHANK1,postsynaptic density
SHANK1,postsynaptic density
SHANK1,postsynaptic density assembly
SHANK1,postsynaptic membrane
SHANK1,postsynaptic membrane
SHANK1,postsynaptic membrane
SHANK1,protein C-terminus binding
SHANK1,protein binding
SHANK1,protein localization to synapse
SHANK1,protein-containing complex assembly
SHANK1,protein-containing complex binding
SHANK1,regulation of AMPA receptor activity
SHANK1,regulation of AMPA receptor activity
SHANK1,righting reflex
SHANK1,scaffold protein binding
SHANK1,social behavior
SHANK1,somatostatin receptor binding
SHANK1,synapse maturation
SHANK1,synaptic growth at neuromuscular junction
SHANK1,synaptic receptor adaptor activity
SHANK1,synaptic receptor adaptor activity
SHANK1,vocalization behavior
SHANK2,SH3 domain binding
SHANK2,adult behavior
SHANK2,apical plasma membrane
SHANK2,behavior
SHANK2,brain morphogenesis
SHANK2,brush border membrane
SHANK2,cellular_component
SHANK2,ciliary membrane
SHANK2,cytosol
SHANK2,dendritic spine
SHANK2,dendritic spine
SHANK2,dendritic spine morphogenesis
SHANK2,growth cone
SHANK2,ionotropic glutamate receptor binding
SHANK2,ionotropic glutamate receptor binding
SHANK2,ionotropic glutamate receptor complex
SHANK2,ionotropic glutamate receptor complex
SHANK2,learning
SHANK2,long-term synaptic depression
SHANK2,long-term synaptic potentiation
SHANK2,long-term synaptic potentiation
SHANK2,negative regulation of hippo signaling
SHANK2,neurofilament
SHANK2,neuron projection
SHANK2,neuronal cell body
SHANK2,photoreceptor inner segment
SHANK2,photoreceptor outer segment
SHANK2,plasma membrane
SHANK2,positive regulation of cell population proliferation
SHANK2,positive regulation of dendritic spine development
SHANK2,positive regulation of excitatory postsynaptic potential
SHANK2,"positive regulation of synaptic transmission, glutamatergic"
SHANK2,postsynaptic density
SHANK2,postsynaptic density
SHANK2,postsynaptic density assembly
SHANK2,postsynaptic membrane
SHANK2,postsynaptic membrane
SHANK2,protein binding
SHANK2,regulation of AMPA receptor activity
SHANK2,social behavior
SHANK2,synapse assembly
SHANK2,synaptic growth at neuromuscular junction
SHANK2,synaptic receptor adaptor activity
SHANK2,synaptic receptor adaptor activity
SHANK2,vocalization behavior
SHANK3,AMPA glutamate receptor clustering
SHANK3,MAPK cascade
SHANK3,NMDA glutamate receptor clustering
SHANK3,SH3 domain binding
SHANK3,actin binding
SHANK3,adult behavior
SHANK3,axon guidance
SHANK3,behavior
SHANK3,brain morphogenesis
SHANK3,brain morphogenesis
SHANK3,ciliary membrane
SHANK3,cytosol
SHANK3,dendritic spine
SHANK3,dendritic spine morphogenesis
SHANK3,dendritic spine morphogenesis
SHANK3,extrinsic component of cytoplasmic side of plasma membrane
SHANK3,guanylate kinase-associated protein clustering
SHANK3,ionotropic glutamate receptor binding
SHANK3,ionotropic glutamate receptor binding
SHANK3,ionotropic glutamate receptor complex
SHANK3,learning
SHANK3,learning
SHANK3,long-term synaptic potentiation
SHANK3,memory
SHANK3,negative regulation of actin filament bundle assembly
SHANK3,negative regulation of cell volume
SHANK3,neuron projection
SHANK3,neuron spine
SHANK3,positive regulation of AMPA receptor activity
SHANK3,positive regulation of dendritic spine development
SHANK3,positive regulation of dendritic spine development
SHANK3,positive regulation of excitatory postsynaptic potential
SHANK3,positive regulation of excitatory postsynaptic potential
SHANK3,positive regulation of glutamate receptor signaling pathway
SHANK3,positive regulation of long-term neuronal synaptic plasticity
SHANK3,positive regulation of long-term synaptic potentiation
SHANK3,positive regulation of synapse structural plasticity
SHANK3,"positive regulation of synaptic transmission, glutamatergic"
SHANK3,"positive regulation of synaptic transmission, glutamatergic"
SHANK3,postsynaptic density
SHANK3,postsynaptic density
SHANK3,postsynaptic density assembly
SHANK3,postsynaptic density assembly
SHANK3,postsynaptic membrane
SHANK3,protein C-terminus binding
SHANK3,protein binding
SHANK3,protein self-association
SHANK3,regulation of AMPA receptor activity
SHANK3,regulation of dendritic spine morphogenesis
SHANK3,regulation of long-term synaptic depression
SHANK3,regulation of long-term synaptic potentiation
SHANK3,scaffold protein binding
SHANK3,social behavior
SHANK3,social behavior
SHANK3,striatal medium spiny neuron differentiation
SHANK3,synapse assembly
SHANK3,synaptic growth at neuromuscular junction
SHANK3,synaptic receptor adaptor activity
SHANK3,synaptic receptor adaptor activity
SHANK3,vocal learning
SHANK3,vocalization behavior
SHANK3,vocalization behavior
SHANK3,zinc ion binding
SHOX,"DNA-binding transcription activator activity, RNA polymerase II-specific"
SHOX,"DNA-binding transcription activator activity, RNA polymerase II-specific"
SHOX,"DNA-binding transcription factor activity, RNA polymerase II-specific"
SHOX,"DNA-binding transcription factor activity, RNA polymerase II-specific"
SHOX,chromatin
SHOX,intracellular membrane-bounded organelle
SHOX,nucleoplasm
SHOX,nucleus
SHOX,positive regulation of transcription by RNA polymerase II
SHOX,protein binding
SHOX,regulation of transcription by RNA polymerase II
SHOX,sequence-specific DNA binding
SHOX,sequence-specific DNA binding
SHOX,sequence-specific double-stranded DNA binding
SHOX,sequence-specific double-stranded DNA binding
SHOX,skeletal system development
SIK1,14-3-3 protein binding
SIK1,ATP binding
SIK1,ATP binding
SIK1,cAMP response element binding protein binding
SIK1,cardiac muscle cell differentiation
SIK1,cell cycle
SIK1,cellular response to glucose starvation
SIK1,cytoplasm
SIK1,cytoplasm
SIK1,cytoplasm
SIK1,entrainment of circadian clock by photoperiod
SIK1,intracellular signal transduction
SIK1,intracellular signal transduction
SIK1,intracellular signal transduction
SIK1,magnesium ion binding
SIK1,magnesium ion binding
SIK1,negative regulation of CREB transcription factor activity
SIK1,negative regulation of gluconeogenesis
SIK1,negative regulation of triglyceride biosynthetic process
SIK1,nucleus
SIK1,nucleus
SIK1,positive regulation of anoikis
SIK1,protein autophosphorylation
SIK1,protein binding
SIK1,protein kinase binding
SIK1,protein phosphorylation
SIK1,protein phosphorylation
SIK1,protein phosphorylation
SIK1,protein serine kinase activity
SIK1,protein serine/threonine kinase activity
SIK1,protein serine/threonine kinase activity
SIK1,protein threonine kinase activity
SIK1,regulation of cell differentiation
SIK1,regulation of mitotic cell cycle
SIK1,regulation of myotube differentiation
SIK1,regulation of sodium ion transport
SIK1,rhythmic process
SIN3A,DNA binding
SIN3A,DNA replication
SIN3A,RNA polymerase II activating transcription factor binding
SIN3A,RNA polymerase II repressing transcription factor binding
SIN3A,Sin3 complex
SIN3A,Sin3 complex
SIN3A,Sin3 complex
SIN3A,activation of innate immune response
SIN3A,cellular protein localization
SIN3A,cellular response to glucose stimulus
SIN3A,cerebral cortex neuron differentiation
SIN3A,chromatin
SIN3A,chromatin binding
SIN3A,hematopoietic progenitor cell differentiation
SIN3A,histone deacetylase activity
SIN3A,histone deacetylase complex
SIN3A,histone deacetylation
SIN3A,in utero embryonic development
SIN3A,kinetochore
SIN3A,negative regulation of apoptotic process
SIN3A,negative regulation of circadian rhythm
SIN3A,negative regulation of histone H3-K27 acetylation
SIN3A,negative regulation of protein localization to nucleus
SIN3A,negative regulation of transcription by RNA polymerase II
SIN3A,negative regulation of transcription by RNA polymerase II
SIN3A,negative regulation of transcription regulatory region DNA binding
SIN3A,"negative regulation of transcription, DNA-templated"
SIN3A,nucleolus
SIN3A,nucleoplasm
SIN3A,nucleoplasm
SIN3A,nucleus
SIN3A,nucleus
SIN3A,positive regulation of G2/M transition of mitotic cell cycle
SIN3A,positive regulation of chromatin silencing
SIN3A,positive regulation of defense response to virus by host
SIN3A,positive regulation of neuron differentiation
SIN3A,positive regulation of transcription by RNA polymerase II
SIN3A,protein binding
SIN3A,protein deacetylation
SIN3A,regulation of axon extension
SIN3A,regulation of lipid metabolic process
SIN3A,regulation of megakaryocyte differentiation
SIN3A,response to methylglyoxal
SIN3A,rhythmic process
SIN3A,transcription corepressor activity
SIN3A,transcription regulator inhibitor activity
SIN3A,transcription repressor complex
SKI,BMP signaling pathway
SKI,"DNA-binding transcription factor activity, RNA polymerase II-specific"
SKI,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
SKI,PML body
SKI,RNA polymerase II cis-regulatory region sequence-specific DNA binding
SKI,SMAD binding
SKI,SMAD binding
SKI,SMAD protein signal transduction
SKI,anterior/posterior axis specification
SKI,bone morphogenesis
SKI,camera-type eye development
SKI,camera-type eye morphogenesis
SKI,cell motility
SKI,centrosome
SKI,cytoplasm
SKI,embryonic limb morphogenesis
SKI,face morphogenesis
SKI,histone deacetylase inhibitor activity
SKI,identical protein binding
SKI,lens morphogenesis in camera-type eye
SKI,myelination in peripheral nervous system
SKI,myotube differentiation
SKI,negative regulation of BMP signaling pathway
SKI,negative regulation of BMP signaling pathway
SKI,negative regulation of BMP signaling pathway
SKI,negative regulation of Schwann cell proliferation
SKI,negative regulation of activin receptor signaling pathway
SKI,negative regulation of cell population proliferation
SKI,negative regulation of fibroblast proliferation
SKI,negative regulation of histone deacetylation
SKI,negative regulation of osteoblast differentiation
SKI,negative regulation of transcription by RNA polymerase II
SKI,negative regulation of transcription by RNA polymerase II
SKI,negative regulation of transcription by RNA polymerase II
SKI,negative regulation of transcription by RNA polymerase II
SKI,negative regulation of transforming growth factor beta receptor signaling pathway
SKI,negative regulation of transforming growth factor beta receptor signaling pathway
SKI,negative regulation of transforming growth factor beta receptor signaling pathway
SKI,negative regulation of transforming growth factor beta receptor signaling pathway
SKI,neural tube closure
SKI,nose morphogenesis
SKI,nuclear body
SKI,nucleoplasm
SKI,nucleoplasm
SKI,nucleus
SKI,nucleus
SKI,olfactory bulb development
SKI,positive regulation of DNA binding
SKI,positive regulation of Wnt signaling pathway
SKI,positive regulation of transcription by RNA polymerase II
SKI,protein binding
SKI,protein domain specific binding
SKI,protein kinase binding
SKI,protein-containing complex
SKI,repressing transcription factor binding
SKI,retina development in camera-type eye
SKI,roof of mouth development
SKI,skeletal muscle fiber development
SKI,somatic stem cell population maintenance
SKI,transcription regulator complex
SKI,transcription regulator complex
SKI,transcription repressor complex
SKI,"transcription, DNA-templated"
SKI,transforming growth factor beta receptor signaling pathway
SKI,ubiquitin protein ligase binding
SKI,zinc ion binding
SLC12A5,cell periphery
SLC12A5,cell periphery
SLC12A5,cell volume homeostasis
SLC12A5,cellular chloride ion homeostasis
SLC12A5,cellular ion homeostasis
SLC12A5,chemical synaptic transmission
SLC12A5,chloride ion homeostasis
SLC12A5,chloride transmembrane transport
SLC12A5,chloride transmembrane transporter activity
SLC12A5,dendritic spine development
SLC12A5,hypotonic response
SLC12A5,integral component of membrane
SLC12A5,integral component of plasma membrane
SLC12A5,ion transport
SLC12A5,ion transport
SLC12A5,learning
SLC12A5,multicellular organism growth
SLC12A5,neuron projection
SLC12A5,neuronal cell body
SLC12A5,neuronal cell body
SLC12A5,plasma membrane
SLC12A5,potassium ion homeostasis
SLC12A5,potassium ion import across plasma membrane
SLC12A5,potassium:chloride symporter activity
SLC12A5,potassium:chloride symporter activity
SLC12A5,response to drug
SLC12A5,synapse
SLC12A5,thermosensory behavior
SLC1A1,D-aspartate import across plasma membrane
SLC1A1,D-aspartate import across plasma membrane
SLC1A1,D-aspartate transmembrane transporter activity
SLC1A1,D-aspartate transport
SLC1A1,L-aspartate import across plasma membrane
SLC1A1,L-aspartate transmembrane transport
SLC1A1,L-aspartate transmembrane transport
SLC1A1,L-aspartate transmembrane transporter activity
SLC1A1,L-glutamate import
SLC1A1,L-glutamate import across plasma membrane
SLC1A1,L-glutamate import across plasma membrane
SLC1A1,L-glutamate transmembrane transport
SLC1A1,L-glutamate transmembrane transporter activity
SLC1A1,apical dendrite
SLC1A1,apical plasma membrane
SLC1A1,asymmetric synapse
SLC1A1,axon
SLC1A1,axon terminus
SLC1A1,blood vessel morphogenesis
SLC1A1,cell periphery
SLC1A1,chemical synaptic transmission
SLC1A1,chloride transmembrane transport
SLC1A1,chloride transmembrane transporter activity
SLC1A1,cysteine transmembrane transport
SLC1A1,cysteine transmembrane transporter activity
SLC1A1,cysteine transport
SLC1A1,dendrite
SLC1A1,dendritic shaft
SLC1A1,dendritic spine
SLC1A1,distal dendrite
SLC1A1,early endosome membrane
SLC1A1,extracellular exosome
SLC1A1,glial cell projection
SLC1A1,glutamate binding
SLC1A1,glutamate secretion
SLC1A1,glutamate:sodium symporter activity
SLC1A1,high-affinity glutamate transmembrane transporter activity
SLC1A1,identical protein binding
SLC1A1,integral component of membrane
SLC1A1,integral component of plasma membrane
SLC1A1,ion transport
SLC1A1,late endosome membrane
SLC1A1,maintenance of blood-brain barrier
SLC1A1,membrane
SLC1A1,metal ion binding
SLC1A1,neuron death in response to oxidative stress
SLC1A1,neuronal cell body
SLC1A1,perikaryon
SLC1A1,perisynaptic space
SLC1A1,plasma membrane
SLC1A1,plasma membrane
SLC1A1,positive regulation of heart rate
SLC1A1,presynapse
SLC1A1,protein binding
SLC1A1,proximal dendrite
SLC1A1,recycling endosome membrane
SLC1A1,synaptic cleft
SLC1A1,transepithelial transport
SLC1A1,transport across blood-brain barrier
SLC1A1,transport across blood-brain barrier
SLC1A2,D-aspartate import across plasma membrane
SLC1A2,L-aspartate transmembrane transport
SLC1A2,L-glutamate import across plasma membrane
SLC1A2,L-glutamate import across plasma membrane
SLC1A2,L-glutamate transmembrane transport
SLC1A2,L-glutamate transmembrane transporter activity
SLC1A2,adult behavior
SLC1A2,astrocyte projection
SLC1A2,axolemma
SLC1A2,cell body
SLC1A2,cell surface
SLC1A2,cellular response to extracellular stimulus
SLC1A2,chemical synaptic transmission
SLC1A2,glutamate secretion
SLC1A2,glutamate:sodium symporter activity
SLC1A2,high-affinity glutamate transmembrane transporter activity
SLC1A2,integral component of plasma membrane
SLC1A2,integral component of presynaptic membrane
SLC1A2,ion transport
SLC1A2,membrane
SLC1A2,membrane protein complex
SLC1A2,membrane protein complex
SLC1A2,membrane raft
SLC1A2,membrane raft
SLC1A2,metal ion binding
SLC1A2,multicellular organism aging
SLC1A2,multicellular organism growth
SLC1A2,plasma membrane
SLC1A2,positive regulation of glucose import
SLC1A2,protein binding
SLC1A2,protein homotrimerization
SLC1A2,response to amino acid
SLC1A2,response to drug
SLC1A2,response to wounding
SLC1A2,telencephalon development
SLC1A2,transepithelial transport
SLC1A2,transport across blood-brain barrier
SLC1A2,transport across blood-brain barrier
SLC1A2,visual behavior
SLC22A15,biological_process
SLC22A15,cellular_component
SLC22A15,integral component of membrane
SLC22A15,ion transport
SLC22A15,molecular_function
SLC22A15,transmembrane transport
SLC22A15,transmembrane transporter activity
SLC22A9,anion transmembrane transport
SLC22A9,anion:anion antiporter activity
SLC22A9,basolateral plasma membrane
SLC22A9,hormone transport
SLC22A9,integral component of membrane
SLC22A9,organic anion transport
SLC22A9,short-chain fatty acid import
SLC22A9,short-chain fatty acid transmembrane transporter activity
SLC22A9,sodium-independent organic anion transmembrane transporter activity
SLC22A9,sodium-independent organic anion transport
SLC24A2,anion transmembrane transport
SLC24A2,calcium channel activity
SLC24A2,calcium ion import across plasma membrane
SLC24A2,calcium ion transmembrane transport
SLC24A2,calcium ion transmembrane transport
SLC24A2,"calcium, potassium:sodium antiporter activity"
SLC24A2,"calcium, potassium:sodium antiporter activity"
SLC24A2,cellular calcium ion homeostasis
SLC24A2,cellular calcium ion homeostasis
SLC24A2,integral component of plasma membrane
SLC24A2,ion transmembrane transport
SLC24A2,ion transport
SLC24A2,learning
SLC24A2,long-term synaptic depression
SLC24A2,long-term synaptic potentiation
SLC24A2,memory
SLC24A2,photoreceptor inner segment
SLC24A2,plasma membrane
SLC24A2,plasma membrane
SLC24A2,potassium ion transmembrane transport
SLC24A2,protein-containing complex assembly
SLC24A2,response to stimulus
SLC24A2,sodium ion transmembrane transport
SLC24A2,spanning component of plasma membrane
SLC24A2,symporter activity
SLC24A2,visual perception
SLC25A12,ATP transmembrane transporter activity
SLC25A12,ATP transport
SLC25A12,L-aspartate transmembrane transport
SLC25A12,L-aspartate transmembrane transporter activity
SLC25A12,L-aspartate transmembrane transporter activity
SLC25A12,L-glutamate transmembrane transport
SLC25A12,L-glutamate transmembrane transport
SLC25A12,L-glutamate transmembrane transporter activity
